"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"BM29TE","29. Shares and participations","ALL","All banks","SVN","Slovenia","2008","2008",448.205,,
"BM29TE","29. Shares and participations","ALL","All banks","SVN","Slovenia","2009","2009",782.456,,
"BM30TE","30. Claims on non-residents","ALL","All banks","AUT","Austria","2007","2007",350729,,
"BM30TE","30. Claims on non-residents","ALL","All banks","AUT","Austria","2008","2008",318013,,
"BM30TE","30. Claims on non-residents","ALL","All banks","BEL","Belgium","2007","2007",811709.082,,
"BM30TE","30. Claims on non-residents","ALL","All banks","BEL","Belgium","2008","2008",677936.29,,
"BM30TE","30. Claims on non-residents","ALL","All banks","BEL","Belgium","2009","2009",576660.717,,
"BM30TE","30. Claims on non-residents","ALL","All banks","FIN","Finland","2007","2007",109029.7,,
"BM30TE","30. Claims on non-residents","ALL","All banks","FIN","Finland","2008","2008",183313.373,,
"BM30TE","30. Claims on non-residents","ALL","All banks","FIN","Finland","2009","2009",182641.055,,
"BM30TE","30. Claims on non-residents","ALL","All banks","FRA","France","2007","2007",2047159.835,,
"BM30TE","30. Claims on non-residents","ALL","All banks","FRA","France","2008","2008",2145266.309,,
"BM30TE","30. Claims on non-residents","ALL","All banks","FRA","France","2009","2009",2080423.165,,
"BM30TE","30. Claims on non-residents","ALL","All banks","DEU","Germany","2007","2007",2695276,,
"BM30TE","30. Claims on non-residents","ALL","All banks","DEU","Germany","2008","2008",2268188,,
"BM30TE","30. Claims on non-residents","ALL","All banks","DEU","Germany","2009","2009",1984276,,
"BM30TE","30. Claims on non-residents","ALL","All banks","IRL","Ireland","2007","2007",769489.251,,
"BM30TE","30. Claims on non-residents","ALL","All banks","IRL","Ireland","2008","2008",966406.767,,
"BM30TE","30. Claims on non-residents","ALL","All banks","IRL","Ireland","2009","2009",797631.285,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ITA","Italy","2007","2007",303704,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ITA","Italy","2008","2008",358711.34,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ITA","Italy","2009","2009",321036.5,,
"BM30TE","30. Claims on non-residents","ALL","All banks","LUX","Luxembourg","2007","2007",753263.657,,
"BM30TE","30. Claims on non-residents","ALL","All banks","LUX","Luxembourg","2008","2008",736597.021,,
"BM30TE","30. Claims on non-residents","ALL","All banks","NZL","New Zealand","2007","2007",15039.198,,
"BM30TE","30. Claims on non-residents","ALL","All banks","NZL","New Zealand","2008","2008",16166,,
"BM30TE","30. Claims on non-residents","ALL","All banks","NZL","New Zealand","2009","2009",16229,,
"BM30TE","30. Claims on non-residents","ALL","All banks","NOR","Norway","2007","2007",474182,,
"BM30TE","30. Claims on non-residents","ALL","All banks","NOR","Norway","2008","2008",822079,,
"BM30TE","30. Claims on non-residents","ALL","All banks","NOR","Norway","2009","2009",660736,,
"BM30TE","30. Claims on non-residents","ALL","All banks","POL","Poland","2007","2007",82700.717,,
"BM30TE","30. Claims on non-residents","ALL","All banks","POL","Poland","2008","2008",9139.479,,
"BM30TE","30. Claims on non-residents","ALL","All banks","POL","Poland","2009","2009",8151.621,,
"BM30TE","30. Claims on non-residents","ALL","All banks","SVK","Slovak Republic","2007","2007",4606.327,,
"BM30TE","30. Claims on non-residents","ALL","All banks","SVK","Slovak Republic","2008","2008",4941.385,,
"BM30TE","30. Claims on non-residents","ALL","All banks","SVK","Slovak Republic","2009","2009",6993.513,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ESP","Spain","2007","2007",413550,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ESP","Spain","2008","2008",410954,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ESP","Spain","2009","2009",411953,,
"BM30TE","30. Claims on non-residents","ALL","All banks","SWE","Sweden","2007","2007",2433295,,
"BM30TE","30. Claims on non-residents","ALL","All banks","SWE","Sweden","2008","2008",3117008,,
"BM30TE","30. Claims on non-residents","ALL","All banks","SWE","Sweden","2009","2009",2803435,,
"BM30TE","30. Claims on non-residents","ALL","All banks","CHE","Switzerland","2007","2007",2285156,,
"BM30TE","30. Claims on non-residents","ALL","All banks","CHE","Switzerland","2008","2008",1879433,,
"BM30TE","30. Claims on non-residents","ALL","All banks","CHE","Switzerland","2009","2009",1437596,,
"BM30TE","30. Claims on non-residents","ALL","All banks","CHL","Chile","2007","2007",3149890,,
"BM30TE","30. Claims on non-residents","ALL","All banks","CHL","Chile","2008","2008",3426408,,
"BM30TE","30. Claims on non-residents","ALL","All banks","CHL","Chile","2009","2009",2716650,,
"BM30TE","30. Claims on non-residents","ALL","All banks","EST","Estonia","2007","2007",4076.809,,
"BM30TE","30. Claims on non-residents","ALL","All banks","EST","Estonia","2008","2008",2983.487,,
"BM30TE","30. Claims on non-residents","ALL","All banks","EST","Estonia","2009","2009",3046.576,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ISR","Israel","2007","2007",268746.632,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ISR","Israel","2008","2008",208002.183,,
"BM30TE","30. Claims on non-residents","ALL","All banks","ISR","Israel","2009","2009",194207.919,,
"BM30TE","30. Claims on non-residents","ALL","All banks","RUS","Russia","2007","2007",1979804.01,,
"BM30TE","30. Claims on non-residents","ALL","All banks","RUS","Russia","2008","2008",3890790.359,,
"BM30TE","30. Claims on non-residents","ALL","All banks","RUS","Russia","2009","2009",4168292.258,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","AUT","Austria","2007","2007",265065,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","AUT","Austria","2008","2008",261440,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","BEL","Belgium","2007","2007",687933.181,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","BEL","Belgium","2008","2008",524604.657,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","BEL","Belgium","2009","2009",459192.747,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","FIN","Finland","2007","2007",115199.911,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","FIN","Finland","2008","2008",188093.351,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","FIN","Finland","2009","2009",201991.005,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","FRA","France","2007","2007",2201123.131,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","FRA","France","2008","2008",2103720.015,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","FRA","France","2009","2009",2055845.326,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","DEU","Germany","2007","2007",1550199,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","DEU","Germany","2008","2008",1196050,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","DEU","Germany","2009","2009",992093,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","IRL","Ireland","2007","2007",746955.773,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","IRL","Ireland","2008","2008",928411.786,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","IRL","Ireland","2009","2009",766271.834,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ITA","Italy","2007","2007",566511,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ITA","Italy","2008","2008",468445.63,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ITA","Italy","2009","2009",415974.26,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","LUX","Luxembourg","2007","2007",636339.387,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","LUX","Luxembourg","2008","2008",571770.167,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","NZL","New Zealand","2007","2007",131748.502,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","NZL","New Zealand","2008","2008",149707.08,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","NZL","New Zealand","2009","2009",151467.341,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","NOR","Norway","2007","2007",1036549,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","NOR","Norway","2008","2008",1525745,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","NOR","Norway","2009","2009",1308855,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","POL","Poland","2007","2007",100288.785,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","POL","Poland","2008","2008",80469.561,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","POL","Poland","2009","2009",179129.527,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","SVK","Slovak Republic","2007","2007",12875.131,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","SVK","Slovak Republic","2008","2008",13865.475,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","SVK","Slovak Republic","2009","2009",5823.257,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ESP","Spain","2007","2007",430063,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ESP","Spain","2008","2008",492459,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ESP","Spain","2009","2009",496339,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","SWE","Sweden","2007","2007",2046875,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","SWE","Sweden","2008","2008",2962191,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","SWE","Sweden","2009","2009",2432482,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","CHE","Switzerland","2007","2007",2109964,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","CHE","Switzerland","2008","2008",1771769,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","CHE","Switzerland","2009","2009",1380462,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","CHL","Chile","2007","2007",116253.238,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","CHL","Chile","2008","2008",139070.887,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","CHL","Chile","2009","2009",325809.559,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","EST","Estonia","2007","2007",10089.253,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","EST","Estonia","2008","2008",4001.402,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","EST","Estonia","2009","2009",3991.991,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ISR","Israel","2007","2007",205354.641,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ISR","Israel","2008","2008",184680.648,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","ISR","Israel","2009","2009",182706.92,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","RUS","Russia","2007","2007",3511228.165,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","RUS","Russia","2008","2008",4436938.277,,
"BM31TE","31. Liabilities to non-residents","ALL","All banks","RUS","Russia","2009","2009",3503227.046,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","AUT","Austria","2007","2007",58331,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","AUT","Austria","2008","2008",66871,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","BEL","Belgium","2007","2007",61034.205,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","BEL","Belgium","2008","2008",54459.059,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","BEL","Belgium","2009","2009",53119.585,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CZE","Czech Republic","2007","2007",198009.809,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CZE","Czech Republic","2008","2008",219858.979,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CZE","Czech Republic","2009","2009",237552.78,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","IRL","Ireland","2007","2007",65682.206,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","IRL","Ireland","2008","2008",66155.313,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","IRL","Ireland","2009","2009",67963.564,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ITA","Italy","2007","2007",224707,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ITA","Italy","2008","2008",145189,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ITA","Italy","2009","2009",162064,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","KOR","Korea","2007","2007",83847391.231,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","KOR","Korea","2008","2008",93594304.096,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","KOR","Korea","2009","2009",111842906.057,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","MEX","Mexico","2007","2007",441428.025,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","MEX","Mexico","2008","2008",463738.956,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","MEX","Mexico","2009","2009",522403.975,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NLD","Netherlands","2007","2007",127898,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NLD","Netherlands","2008","2008",109319,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NLD","Netherlands","2009","2009",119442,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NZL","New Zealand","2007","2007",14167.133,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NZL","New Zealand","2008","2008",16985.136,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NZL","New Zealand","2009","2009",18197.646,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NOR","Norway","2007","2007",48265,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NOR","Norway","2008","2008",171315,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","NOR","Norway","2009","2009",188488,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","POL","Poland","2007","2007",64962.388,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","POL","Poland","2008","2008",74358.397,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","POL","Poland","2009","2009",88726.01,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SVK","Slovak Republic","2007","2007",3248.61,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SVK","Slovak Republic","2008","2008",3708.842,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SVK","Slovak Republic","2009","2009",4075.202,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ESP","Spain","2007","2007",159213,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ESP","Spain","2008","2008",172220,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ESP","Spain","2009","2009",199718,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SWE","Sweden","2007","2007",305300,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SWE","Sweden","2008","2008",366915,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SWE","Sweden","2009","2009",447035,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CHE","Switzerland","2008","2008",146291,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CHE","Switzerland","2009","2009",145375,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CHL","Chile","2007","2007",5973773.724,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CHL","Chile","2008","2008",7474153.015,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","CHL","Chile","2009","2009",8003505.5,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","EST","Estonia","2007","2007",1612.224,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","EST","Estonia","2008","2008",1558.675,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","EST","Estonia","2009","2009",1783.148,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ISR","Israel","2007","2007",63426.261,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ISR","Israel","2008","2008",63698.137,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","ISR","Israel","2009","2009",71851.35,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","RUS","Russia","2007","2007",2192372.595,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","RUS","Russia","2008","2008",2691942.266,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","RUS","Russia","2009","2009",3360922.703,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SVN","Slovenia","2007","2007",2721.759,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SVN","Slovenia","2008","2008",3915.953,,
"BC32TE","32. Tier 1 Capital","ALL","All banks","SVN","Slovenia","2009","2009",4129.482,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","AUT","Austria","2007","2007",23409,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","AUT","Austria","2008","2008",24935,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","BEL","Belgium","2007","2007",21352.717,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","BEL","Belgium","2008","2008",24371.395,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","BEL","Belgium","2009","2009",18018.891,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CZE","Czech Republic","2007","2007",32879.05,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CZE","Czech Republic","2008","2008",32104.595,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CZE","Czech Republic","2009","2009",37954.01,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","IRL","Ireland","2007","2007",19926.016,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","IRL","Ireland","2008","2008",19926.1,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","IRL","Ireland","2009","2009",23502.385,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ITA","Italy","2007","2007",59623,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ITA","Italy","2008","2008",64635,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ITA","Italy","2009","2009",62142,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","KOR","Korea","2007","2007",34980973.207,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","KOR","Korea","2008","2008",42590778.563,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","KOR","Korea","2009","2009",40104538.63,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","MEX","Mexico","2007","2007",35001.083,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","MEX","Mexico","2008","2008",62789.271,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","MEX","Mexico","2009","2009",62497.202,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NLD","Netherlands","2007","2007",38202,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NLD","Netherlands","2008","2008",28814,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NLD","Netherlands","2009","2009",27186,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NZL","New Zealand","2007","2007",5329.482,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NZL","New Zealand","2008","2008",5978.16,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NZL","New Zealand","2009","2009",5959.193,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NOR","Norway","2007","2007",5441,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NOR","Norway","2008","2008",52494,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","NOR","Norway","2009","2009",46656,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","POL","Poland","2007","2007",5739.961,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","POL","Poland","2008","2008",8542.277,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","POL","Poland","2009","2009",10403.145,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SVK","Slovak Republic","2007","2007",301.254,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SVK","Slovak Republic","2008","2008",448.18,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SVK","Slovak Republic","2009","2009",395.575,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ESP","Spain","2007","2007",90194,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ESP","Spain","2008","2008",70715,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ESP","Spain","2009","2009",67702,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SWE","Sweden","2007","2007",159197,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SWE","Sweden","2008","2008",178206,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SWE","Sweden","2009","2009",139352,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CHE","Switzerland","2008","2008",29241,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CHE","Switzerland","2009","2009",25489.05,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CHL","Chile","2007","2007",2001163,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CHL","Chile","2008","2008",2489592.725,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","CHL","Chile","2009","2009",2563346.013,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","EST","Estonia","2007","2007",751.088,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","EST","Estonia","2008","2008",688.949,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","EST","Estonia","2009","2009",706.159,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ISR","Israel","2007","2007",29676.6,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ISR","Israel","2008","2008",33670.683,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","ISR","Israel","2009","2009",46189.647,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","RUS","Russia","2007","2007",674601.867,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","RUS","Russia","2008","2008",1627194.442,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","RUS","Russia","2009","2009",1762450.585,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SVN","Slovenia","2007","2007",1373.919,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SVN","Slovenia","2008","2008",1304.127,,
"BC33TE","33. Tier 2 Capital","ALL","All banks","SVN","Slovenia","2009","2009",1261.101,,
"BC34TE","34. Supervisory deductions","ALL","All banks","AUT","Austria","2007","2007",3119,,
"BC34TE","34. Supervisory deductions","ALL","All banks","AUT","Austria","2008","2008",4049,,
"BC34TE","34. Supervisory deductions","ALL","All banks","BEL","Belgium","2007","2007",2496.946,,
"BC34TE","34. Supervisory deductions","ALL","All banks","BEL","Belgium","2008","2008",3062.201,,
"BC34TE","34. Supervisory deductions","ALL","All banks","BEL","Belgium","2009","2009",4095.574,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CZE","Czech Republic","2007","2007",9617.306,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CZE","Czech Republic","2008","2008",21111.754,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CZE","Czech Republic","2009","2009",10812.797,,
"BC34TE","34. Supervisory deductions","ALL","All banks","IRL","Ireland","2007","2007",11759.916,,
"BC34TE","34. Supervisory deductions","ALL","All banks","IRL","Ireland","2008","2008",9218.058,,
"BC34TE","34. Supervisory deductions","ALL","All banks","IRL","Ireland","2009","2009",12338.446,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ITA","Italy","2007","2007",5233,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ITA","Italy","2008","2008",5292,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ITA","Italy","2009","2009",5554,,
"BC34TE","34. Supervisory deductions","ALL","All banks","KOR","Korea","2007","2007",1269870.86,,
"BC34TE","34. Supervisory deductions","ALL","All banks","KOR","Korea","2008","2008",6877294.131,,
"BC34TE","34. Supervisory deductions","ALL","All banks","KOR","Korea","2009","2009",7420048.857,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NLD","Netherlands","2007","2007",32860,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NLD","Netherlands","2008","2008",7887,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NLD","Netherlands","2009","2009",8655,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NZL","New Zealand","2007","2007",0,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NZL","New Zealand","2008","2008",100,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NZL","New Zealand","2009","2009",65,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NOR","Norway","2007","2007",0,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NOR","Norway","2008","2008",0,,
"BC34TE","34. Supervisory deductions","ALL","All banks","NOR","Norway","2009","2009",0,,
"BC34TE","34. Supervisory deductions","ALL","All banks","POL","Poland","2007","2007",9203.434,,
"BC34TE","34. Supervisory deductions","ALL","All banks","POL","Poland","2008","2008",5768.389,,
"BC34TE","34. Supervisory deductions","ALL","All banks","POL","Poland","2009","2009",9305.952,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SVK","Slovak Republic","2007","2007",374.617,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SVK","Slovak Republic","2008","2008",322.179,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SVK","Slovak Republic","2009","2009",299.785,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ESP","Spain","2007","2007",25504,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ESP","Spain","2008","2008",11713,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ESP","Spain","2009","2009",15513,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SWE","Sweden","2007","2007",13642,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SWE","Sweden","2008","2008",12207,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SWE","Sweden","2009","2009",14599,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CHE","Switzerland","2008","2008",47043,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CHE","Switzerland","2009","2009",47663.377,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CHL","Chile","2007","2007",243375,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CHL","Chile","2008","2008",247978.391,,
"BC34TE","34. Supervisory deductions","ALL","All banks","CHL","Chile","2009","2009",10515.158,,
"BC34TE","34. Supervisory deductions","ALL","All banks","EST","Estonia","2007","2007",99.574,,
"BC34TE","34. Supervisory deductions","ALL","All banks","EST","Estonia","2008","2008",17.703,,
"BC34TE","34. Supervisory deductions","ALL","All banks","EST","Estonia","2009","2009",13.957,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ISR","Israel","2007","2007",1919.514,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ISR","Israel","2008","2008",3690.475,,
"BC34TE","34. Supervisory deductions","ALL","All banks","ISR","Israel","2009","2009",2661.292,,
"BC34TE","34. Supervisory deductions","ALL","All banks","RUS","Russia","2007","2007",195439.826,,
"BC34TE","34. Supervisory deductions","ALL","All banks","RUS","Russia","2008","2008",508051.028,,
"BC34TE","34. Supervisory deductions","ALL","All banks","RUS","Russia","2009","2009",502796.28,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SVN","Slovenia","2007","2007",145.892,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SVN","Slovenia","2008","2008",143.314,,
"BC34TE","34. Supervisory deductions","ALL","All banks","SVN","Slovenia","2009","2009",175.035,,
"BC35TD","35. Total regulatory capital","ALL","All banks","AUT","Austria","2007","2007",78621,,
"BC35TD","35. Total regulatory capital","ALL","All banks","AUT","Austria","2008","2008",87757,,
"BC35TD","35. Total regulatory capital","ALL","All banks","BEL","Belgium","2007","2007",79889.976,,
"BC35TD","35. Total regulatory capital","ALL","All banks","BEL","Belgium","2008","2008",75768.253,,
"BC35TD","35. Total regulatory capital","ALL","All banks","BEL","Belgium","2009","2009",67042.902,,
"BC35TD","35. Total regulatory capital","ALL","All banks","CZE","Czech Republic","2007","2007",221271.553,,
"BC35TD","35. Total regulatory capital","ALL","All banks","CZE","Czech Republic","2008","2008",230851.822,,
"BC35TD","35. Total regulatory capital","ALL","All banks","CZE","Czech Republic","2009","2009",264693.994,,
